ID;CIRCUIT;JOINT_E;JOINT_S;TOURNEE;POINTS;STAMP
107;53;114;113;2017_07_17 - LBLMS_PMP_170717735;*10-913-40-927-70-868-120-933-170-856-219-894-269-809-319-901-370-894-420-1028-470-1030-519-1116-569-1023-619-1023-669-920-719-970-769-945-819-1093-869-1153-919-1354-970-1308-1020-1308-1071-1108-1121-1086-1171-987-1220-1151-1270-1187-1320-1455-1370-1542-1420-1630-1470-1397-1520-1317-1570-1137-1620-1187-1670-1173-1720-1397-1770-1553-1820-1951-1870-1892-1920-1752-1970-1401-2020-1337-2070-1218-2119-1351-2169-1447-2219-1947-2270-2413-2298-2603-2327-2538;736551
108;54;112;115;2018_08_06 - LBPLD_RES_60818637;*10-804-40-848-70-830-120-958-170-869-220-883-270-768-320-837-370-811-419-981-469-1010-519-1137-569-1008-619-1004-670-871-720-949-770-925-819-1146-869-1228-919-1370-970-1152-1020-1108-1070-942-1120-1040-1170-1039-1219-1343-1269-1513-1319-1646-1370-1296-1420-1208-1470-1013-1519-1137-1569-1160-1620-1649-1672-2020-1700-2091-1728-1974;736913
109;54;115;112;2018_04_14 - SNLOI_PLD_140418404;*11-865-40-916-70-890-121-1021-173-930-222-973-272-856-322-936-372-898-422-1066-473-1080-522-1213-572-1085-622-1100-672-958-722-1044-772-1019-822-1257-872-1308-922-1463-972-1245-1022-1223-1072-1049-1122-1146-1172-1139-1222-1457-1272-1589-1322-1710-1372-1404-1422-1336-1472-1144-1522-1277-1572-1310-1622-1782-1672-1985-1699-2034-1726-1906;736808
110;55;116;117;2021_14823;*16-1024-43-996-71-919-121-948-171-893-220-989-270-1000-320-1162-370-1183-420-1208-470-1060-520-1057-570-975-620-1069-670-1093-719-1278-769-1334-819-1480-869-1385-919-1351-969-1165-1019-1187-1069-1131-1119-1296-1169-1370-1219-1647-1269-1671-1318-1745-1368-1462-1418-1393-1468-1231-1518-1324-1568-1346-1619-1674-1671-1879-1701-2038-1731-2157;17707618
111;55;117;116;2019_08_21 - WBRES_PMP_210819567;*10-962-40-886-70-848-121-909-172-907-222-1024-272-1059-322-1150-372-1070-422-1091-472-976-522-1012-572-976-622-1088-672-1129-721-1304-771-1311-821-1360-871-1216-921-1200-971-1080-1020-1154-1070-1153-1120-1353-1171-1441-1220-1647-1270-1560-1320-1545-1370-1335-1420-1278-1470-1157-1519-1278-1569-1360-1619-1762-1670-2079-1699-2175-1729-2208;737292
112;56;114;116;2010_07_25 - DNVIP_LMS_25071052  M1;*10-853-35-820-60-740-110-752-161-634-210-762-260-781-310-1007-361-983-410-973-460-774-510-848-560-804-610-1072-660-1173-710-1270-760-955-810-944-860-829-910-1024-960-1164-982-1365-1004-1567;0
113;56;116;114;2019_01_05 - SBPDP_PLD_50119030;*10-954-35-924-61-840-111-869-161-762-211-872-261-839-311-1062-361-1031-411-1070-461-870-511-945-561-874-610-1091-660-1146-710-1330-761-1087-810-1046-860-883-910-1058-961-1126-984-1357-1008-1481;737066
114;57;118;119;2021_14823;*10-905-35-896-61-887-112-1010-163-1073-213-1263-263-1295-312-1318-362-1148-412-1082-463-959-512-971-562-944-612-1055-662-1129-712-1376-762-1519-811-1673-861-1468-874-1434-*888-1396-910-1240-*932-1179-946-1177-961-1106-1011-1072-1061-1000-1111-1092-1161-1159-1211-1442-1261-1718-1286-1938-1312-2141;17707618
115;57;119;118;2010_07_25 - DNVPD_VIP_25071058  M2;*10-797-36-814-62-803-112-908-162-967-212-1121-262-1143-312-1156-362-1017-412-917-462-877-512-871-562-847-611-949-661-1019-711-1253-762-1388-811-1508-861-1313-911-1178-961-984-1011-955-1061-893-1110-986-1160-1051-1211-1356-1262-1675-1285-1889-1309-2066;0
116;58;119;120;2018_08_06 - LBPLD_RES_60818637;*10-969-47-983-85-910-136-1028-187-1009-236-1173-286-1140-336-1222-387-1076-436-1140-486-1048-536-1204-586-1205-636-1444-686-1387-736-1420-786-1203-836-1271-886-1191-936-1416-986-1447-1036-1737-1086-1605-1135-1604-1185-1341-1235-1420-1285-1352-1335-1648-1386-1763-1436-2095-1486-1876-1535-1812-1585-1510-1635-1590-1685-1545-1734-1897-1784-2157-1834-2603-1884-2243-1934-2051-1984-1637-2034-1725-2084-1695-2134-2217-2184-2677-2220-3253-2257-3176;736913
117;58;120;119;2014_05_24 - SNVPD_PLD_240514473;*10-1012-48-1027-86-951-136-1077-186-1049-236-1212-286-1159-336-1247-386-1110-436-1179-486-1093-535-1229-585-1238-635-1431-686-1358-735-1419-785-1237-835-1318-885-1233-935-1431-985-1442-1035-1663-1085-1550-1134-1610-1184-1398-1234-1492-1285-1401-1334-1672-1384-1716-1434-1955-1484-1774-1534-1820-1584-1565-1634-1662-1684-1574-1734-1920-1784-2028-1833-2340-1883-2077-1933-2019-1984-1680-2033-1796-2083-1742-2134-2240-2185-2499-2220-2872-2255-2797;0
118;59;121;122;2010_07_25 - DNVIP_LMS_25071052  M1;*11-811-48-817-86-759-136-906-187-880-237-1020-287-907-337-972-388-850-437-983-487-948-537-1162-587-1083-637-1143-687-961-737-1063-787-996-837-1240-887-1244-937-1392-987-1155-1037-1203-1087-1063-1137-1274-1187-1288-1237-1627-1287-1484-1337-1475-1387-1192-1437-1329-1487-1281-1537-1699-1587-1803-1637-1909-1687-1462-1736-1477-1786-1331-1836-1670-1886-1820-1936-2402-1986-1988-2036-1810-2086-1436-2136-1653-2186-1734-2221-2284-2256-2793;0
119;59;122;121;2021_15229;*10-742-47-774-85-708-135-835-185-814-235-961-285-860-335-927-385-809-435-935-486-906-512-1006-*539-1072-562-1091-585-1025-635-1111-685-946-735-1031-785-944-835-1157-885-1144-935-1342-985-1151-1035-1191-1085-1041-1135-1227-1185-1214-1235-1524-1285-1440-1335-1472-1385-1202-1435-1315-1485-1238-1535-1598-1585-1674-1635-1850-1685-1458-1735-1474-1785-1279-1834-1584-1884-1700-1934-2321-1985-2000-2034-1813-2084-1415-2135-1584-2186-1613-2222-2132-2259-2615;17711272
120;60;120;123;2017_06_12 - LBPLD_RES_120617656;*10-1209-34-1177-59-1107-110-1097-162-1014-212-1062-262-1048-312-1176-362-1223-412-1405-462-1432-511-1474-561-1338-611-1284-661-1152-711-1173-761-1127-811-1255-861-1327-910-1566-960-1683-1010-1841-1060-1695-1110-1605-1160-1392-1209-1359-1259-1261-1309-1357-1360-1382-1409-1643-1459-1818-1509-2231-1559-2291-1609-2197-1660-1794-1709-1641-1759-1443-1808-1449-1858-1411-1908-1604-1959-1795-2009-2359-2059-2847-2081-3021-2104-3132;736508
121;60;123;120;2018_04_14 - SNLOI_PLD_140418404;*10-1101-35-1093-60-1023-109-1020-159-956-209-996-260-1000-309-1151-359-1211-409-1401-459-1420-509-1456-559-1308-609-1264-659-1123-708-1149-758-1113-808-1228-859-1281-909-1513-959-1662-1009-1845-1059-1734-1109-1644-1159-1398-1208-1346-1258-1239-1308-1307-1358-1314-1408-1559-1458-1753-1508-2179-1558-2248-1608-2152-1658-1748-1708-1575-1758-1366-1807-1391-1857-1371-1907-1586-1957-1775-2008-2437-2060-2983-2083-3035-2106-3087;736808
122;61;122;124;2012_01_06 - VNPLD_LMS_60112386  M1;*10-1031-35-1005-60-960-111-1045-163-1035-213-1189-264-1201-313-1315-363-1209-413-1221-463-1084-513-1142-564-1097-613-1258-663-1303-713-1517-764-1477-814-1495-864-1295-914-1298-964-1188-1014-1333-1064-1367-1114-1664-1164-1747-1214-1871-1264-1637-1314-1560-1364-1347-1413-1403-1463-1381-1513-1657-1564-1858-1614-2269-1664-2171-1714-1995-1765-1596-1814-1544-1864-1414-1914-1621-1964-1747-2012-2389-2060-2780-2084-2895-2108-2869;0
123;61;124;122;2021_15229;*16-901-38-885-60-862-109-955-159-962-209-1089-260-1076-309-1145-359-1048-409-1062-460-972-510-1043-560-1023-610-1182-660-1219-709-1395-759-1327-809-1327-859-1143-909-1162-959-1088-1009-1231-1059-1275-1109-1552-1159-1603-1209-1689-1259-1464-1309-1393-1359-1217-1409-1273-1459-1261-1509-1525-1559-1682-1609-2141-1659-2015-1709-1870-1759-1487-1809-1443-1859-1316-1909-1495-1959-1637-2010-2239-2061-2652-2081-2735-2102-2744;17711272
124;62;123;125;2017_06_12 - LBPLD_RES_120617656;*10-882-35-900-61-868-111-977-162-911-211-984-261-902-311-996-361-952-411-1096-461-1051-511-1165-561-1069-611-1135-661-1037-711-1149-761-1084-811-1242-861-1199-910-1316-960-1196-1010-1264-1060-1161-1110-1214-1160-1107-1210-1385-1260-1438-1310-1746-1360-1513-1410-1503-1460-1274-1510-1400-1560-1391-1609-1724-1659-1902-1709-2074-1759-1689-1809-1663-1859-1406-1909-1584-1959-1683-2009-2299-2060-2617-2083-2608-2106-2475;736508
125;62;125;123;2018_04_14 - SNLOI_PLD_140418404;*10-987-35-1038-61-1013-111-1098-162-944-212-960-262-844-312-954-362-963-412-1178-462-1153-512-1281-562-1116-612-1108-662-981-712-1101-762-1109-812-1413-862-1369-912-1466-962-1181-1012-1235-1062-1112-1112-1202-1162-1199-1211-1560-1261-1787-1311-2031-1362-1597-1412-1481-1462-1219-1512-1351-1562-1329-1612-1841-1662-2229-1712-2364-1762-1725-1812-1553-1862-1273-1911-1394-1961-1478-2011-2132-2062-2827-2085-2959-2108-2880;736808
126;63;124;126;2010_07_25 - DNVIP_LMS_25071052  M1;*10-740-35-727-60-687-110-772-160-689-210-767-260-700-310-817-360-777-410-907-460-826-510-884-560-776-610-907-660-875-710-1064-760-966-810-1027-860-863-910-954-960-891-1010-1118-1060-1152-1110-1207-1160-1010-1210-1043-1260-950-1310-1156-1360-1150-1410-1469-1460-1367-1510-1380-1560-1109-1610-1207-1660-1141-1709-1512-1759-1604-1809-1821-1859-1445-1909-1445-1960-1243-2011-1555-2062-1698-2084-1965-2106-2180;0
127;63;126;124;2021_15229;*10-789-35-791-61-727-112-811-163-732-213-830-263-772-313-890-363-853-412-948-462-835-512-904-562-828-612-956-662-929-712-1092-762-997-812-1074-862-875-912-956-962-900-1012-1139-1062-1218-1112-1335-1162-1120-1212-1163-1262-1029-1312-1244-1362-1263-1412-1638-1463-1478-1512-1457-1562-1180-1612-1336-1662-1300-1712-1733-1762-1843-1812-1915-1862-1462-1912-1467-1962-1291-2012-1628-2062-1822-2085-2169-2108-2435;17711272
128;64;125;127;2017_06_12 - LBPLD_RES_120617656;*10-1187-52-1135-94-1073-143-1072-193-1012-243-1085-293-1081-342-1219-392-1251-442-1425-492-1395-542-1422-592-1283-642-1258-692-1157-742-1204-792-1188-842-1342-892-1417-942-1648-992-1707-1042-1796-1092-1594-1142-1506-1192-1320-1242-1328-1292-1282-1342-1417-1392-1508-1442-1823-1492-2004-1542-2244-1592-2071-1642-1877-1692-1568-1742-1497-1792-1379-1842-1479-1892-1539-1943-1897-1994-2236-2035-2687-2076-2895;736508
129;64;127;125;2010_07_25 - DNVPD_VIP_25071058  M2;*10-1154-51-1163-93-1071-144-1072-195-991-245-1037-295-1018-345-1138-395-1185-445-1359-495-1386-544-1444-594-1311-644-1263-695-1131-744-1150-794-1111-844-1235-894-1294-944-1539-994-1662-1044-1808-1094-1642-1144-1540-1194-1335-1244-1328-1294-1242-1344-1366-1394-1433-1444-1725-1494-1926-1544-2258-1594-2168-1644-1953-1694-1598-1743-1506-1793-1371-1842-1452-1892-1491-1942-1808-1993-2124-2031-2613-2070-2950;0
130;65;126;128;2012_01_06 - VNPLD_LMS_60112386  M1;*10-813-51-852-93-832-143-949-193-957-243-1057-293-997-343-1006-393-892-443-925-493-874-543-983-593-1009-643-1198-693-1215-743-1282-793-1108-843-1077-893-955-943-1019-993-1014-1043-1228-1093-1339-1143-1562-1193-1484-1243-1407-1293-1162-1343-1158-1393-1073-1443-1222-1494-1306-1543-1678-1593-1828-1643-1936-1693-1543-1743-1411-1793-1193-1843-1256-1893-1256-1943-1568-1993-1840-2033-2247-2074-2348;0
131;65;128;126;2021_14828;*14-877-53-914-92-877-144-999-196-1015-245-1137-295-1090-344-1119-394-1006-444-1027-494-965-543-1062-593-1085-642-1259-692-1278-742-1380-792-1243-841-1224-891-1094-941-1154-991-1137-1040-1320-1090-1392-1140-1618-1190-1595-1240-1564-1290-1321-1339-1307-1388-1204-1438-1343-1488-1412-1537-1724-1587-1830-1637-1989-1687-1704-1736-1584-1786-1359-1836-1416-1886-1400-1935-1686-1985-1922-2026-2323-2067-2472;17707648
132;66;127;129;2017_06_12 - LBPLD_RES_120617656;*10-935-54-977-99-959-149-1006-199-909-249-966-299-897-349-1008-399-990-449-1150-499-1114-549-1163-599-1033-649-1082-699-1009-749-1149-799-1164-849-1363-899-1306-949-1348-999-1163-1049-1204-1099-1120-1149-1299-1199-1369-1249-1665-1299-1591-1348-1573-1398-1302-1448-1324-1499-1251-1548-1507-1598-1655-1648-2109-1698-1974-1748-1814-1798-1438-1848-1465-1898-1398-1948-1750-1998-2062-2042-2640-2087-2553;736508
133;66;129;127;2018_04_14 - SNLOI_PLD_140418404;*10-893-55-986-100-947-150-1015-200-913-249-973-299-900-349-1016-400-998-450-1153-500-1093-550-1157-600-1024-650-1077-700-999-750-1161-800-1160-850-1363-900-1287-950-1340-1000-1161-1050-1228-1100-1150-1150-1355-1200-1399-1249-1668-1299-1564-1349-1562-1399-1310-1449-1371-1500-1293-1550-1568-1600-1698-1650-2065-1700-1866-1750-1798-1800-1465-1850-1528-1900-1459-1950-1834-2000-2094-2043-2513-2087-2363;736808
134;67;130;131;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1380-48-1403-87-1298-137-1523-187-1469-236-1741-286-1581-336-1701-386-1467-436-1659-486-1563-536-1923-587-1859-637-2050-687-1741-737-1872-787-1691-836-2076-886-2080-936-2484-987-2176-1036-2240-1086-1904-1136-2175-1186-2103-1236-2729-1286-2704-1336-2800-1387-2224-1437-2400-1487-2215-1536-2793-1586-2991-1636-3493-1687-2838-1737-2831-1787-2410-1837-2833-1887-2881-1937-3995-1987-3890-2037-3731-2087-2869-2136-3047-2186-2872-2221-3495-2256-4167;0
135;67;131;130;2020_14312;*10-1323-48-1374-87-1260-136-1447-186-1345-236-1560-287-1429-336-1613-386-1449-436-1638-487-1527-536-1820-586-1725-636-1918-687-1671-736-1833-786-1664-836-1990-886-1938-936-2273-987-2027-1037-2198-1087-1936-1137-2226-1187-2103-1237-2498-1287-2352-1337-2581-1387-2259-1437-2478-1487-2241-1537-2755-1587-2793-1637-3351-1687-2881-1737-2987-1787-2549-1837-2982-1888-2904-1938-3741-1988-3562-2037-3668-2087-2987-2137-3280-2188-3099-2223-3679-2258-4073;17702944
136;68;132;133;2018_01_22 - L2PLY_NMS_220118205;*10-1054-58-1028-107-1006-152-1122-197-1182-246-1446-295-1650-346-1893-397-1693-447-1484-497-1220-547-1166-597-1090-647-1188-697-1270-747-1590-798-1946-837-2420-877-2536;736718
137;68;133;132;2010_07_30 - JNBOU_VIP_30071093  M1;*10-1067-54-1043-98-993-147-1077-197-1124-247-1365-297-1537-347-1825-397-1762-447-1588-498-1284-548-1206-599-1089-648-1149-698-1186-748-1450-798-1734-838-2200-879-2500;0
138;69;133;134;2018_10_01 - L1PLY_NMS_11018775;*10-1117-38-1080-66-995-115-1093-165-1053-215-1261-266-1266-316-1391-366-1220-416-1261-466-1138-516-1291-566-1296-616-1579-667-1581-717-1624-767-1350-817-1375-867-1238-917-1420-967-1400-1017-1823-1067-1872-1117-1911-1168-1553-1218-1584-1268-1439-1318-1701-1368-1798-1394-2062-1421-2249;737061
139;69;134;133;2017_11_04 - SNPIO_PLD_41117019;*11-982-38-999-65-944-115-1087-166-1056-215-1174-265-1090-315-1157-366-1057-416-1139-466-1067-516-1234-566-1242-616-1427-666-1348-716-1397-766-1215-816-1293-867-1213-917-1442-967-1482-1017-1771-1067-1714-1117-1739-1167-1475-1217-1534-1268-1426-1317-1696-1367-1803-1393-2044-1420-2213;736646
140;70;134;135;2019_05_06 - LBPLY_MUL_60519340;*11-1323-37-1375-64-1338-113-1310-163-1149-213-1111-263-996-313-973-363-941-413-1066-463-1259-513-1465-563-1547-613-1582-663-1367-713-1272-764-1098-814-1099-864-1098-914-1260-964-1390-1014-1828-1064-2204-1088-2366-1112-2409;737202
141;70;135;134;2010_07_30 - JNBOU_VIP_30071093  M1;*10-1370-36-1408-63-1387-112-1368-162-1166-212-1098-262-981-312-1006-362-999-412-1152-462-1266-512-1574-562-1724-612-1800-663-1516-713-1266-763-1088-813-1117-863-1115-913-1241-963-1343-1013-1767-1063-2157-1086-2370-1109-2507;0
142;71;136;137;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1225-53-1316-96-1222-146-1520-197-1501-246-1672-295-1421-346-1498-397-1333-447-1590-497-1580-547-1963-597-1808-647-1813-697-1495-747-1672-797-1619-837-2023-878-2231;0
143;71;137;136;2010_06_04 - V1MTB_PLY_40610514  M1;*10-1137-54-1185-97-1087-147-1361-197-1410-247-1655-297-1369-347-1373-397-1161-446-1382-496-1400-547-1891-598-1800-647-1731-696-1359-746-1474-797-1403-838-1796-879-2150;0
144;72;131;136;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1066-41-1086-72-1087-122-1305-172-1364-222-1548-272-1414-322-1360-372-1161-421-1179-471-1122-521-1297-572-1372-622-1689-672-1786-722-1888-772-1562-822-1463-872-1270-922-1349-973-1354-1022-1666-1072-1875-1099-2169-1127-2340;0
145;72;136;131;2010_06_04 - V1MTB_PLY_40610514  M1;*10-1016-40-1037-71-1013-121-1197-171-1279-221-1539-271-1472-321-1416-371-1181-421-1174-471-1086-521-1237-571-1313-622-1676-672-1779-722-1893-771-1587-821-1474-871-1262-920-1345-970-1346-1020-1688-1071-1954-1099-2229-1127-2426;0
146;73;137;37;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1221-38-1235-66-1207-116-1281-166-1169-216-1187-266-1088-316-1171-366-1151-416-1345-466-1384-516-1570-566-1474-616-1449-666-1254-716-1286-766-1202-816-1389-866-1463-916-1772-966-1833-1016-1871-1066-1543-1116-1474-1167-1312-1216-1418-1266-1449-1316-1812-1366-2039-1390-2254-1415-2445;0
147;73;37;137;2019_04_30 - M3CLA_PLY_300419317;*10-1228-37-1247-64-1189-114-1217-165-1065-215-1058-265-967-315-1034-365-1035-415-1239-465-1330-515-1508-565-1383-615-1316-665-1119-715-1152-765-1094-814-1268-864-1358-914-1706-964-1745-1014-1747-1064-1424-1114-1350-1164-1202-1214-1299-1264-1346-1314-1709-1364-2025-1390-2252-1417-2402;737201
148;74;135;138;2013_01_09 - WBPLY_DIJ_90113308  M1;*10-1220-38-1197-67-1123-116-1274-166-1271-216-1496-266-1490-316-1581-366-1342-416-1413-466-1297-516-1517-566-1547-616-1863-666-1777-716-1770-766-1472-816-1534-866-1436-916-1736-966-1854-992-2101-1018-2239;0
149;74;138;135;2017_11_04 - SNPIO_PLD_41117019;*11-1252-38-1244-66-1184-116-1350-166-1336-216-1518-266-1435-316-1503-367-1335-417-1424-467-1344-517-1585-567-1611-617-1874-667-1730-716-1759-766-1492-816-1572-866-1542-916-1882-966-1985-993-2206-1021-2332;736646
150;75;138;139;2019_08_28 - W1CCN_MRL_280819584;*10-1467-50-1408-91-1245-141-1171-191-1036-241-1051-292-1029-341-1156-391-1241-441-1520-491-1714-541-1898-591-1694-641-1511-691-1249-741-1204-791-1120-841-1213-891-1278-941-1610-991-1938-1031-2425-1072-2568;737299
151;75;139;138;2010_07_30 - JNBOU_VIP_30071093  M1;*11-1446-51-1429-92-1284-142-1216-192-1081-242-1090-292-1051-342-1177-392-1263-442-1556-492-1715-542-1904-592-1691-642-1525-692-1272-742-1223-792-1136-842-1218-892-1282-942-1603-992-1924-1030-2391-1068-2593;0
152;76;139;39;2020_14008;*10-1258-48-1340-87-1313-137-1512-187-1433-237-1502-287-1324-337-1424-387-1339-437-1554-487-1569-537-1768-587-1645-637-1751-687-1578-737-1729-787-1645-836-1885-886-1841-936-2076-987-1904-1037-1992-1087-1778-1136-1942-1186-1874-1236-2193-1286-2192-1336-2488-1387-2237-1436-2310-1486-2051-1536-2254-1587-2227-1637-2684-1687-2770-1737-3039-1787-2580-1837-2595-1887-2306-1937-2600-1987-2638-2024-3162-2062-3449;17699170
153;76;39;139;2017_11_04 - SNPIO_PLD_41117019;*10-1222-48-1293-87-1260-137-1443-187-1369-237-1483-287-1342-337-1440-387-1333-437-1496-487-1450-537-1662-587-1588-637-1737-687-1611-737-1772-788-1672-838-1895-888-1845-937-2085-987-1947-1037-2068-1087-1871-1137-2073-1188-2015-1237-2365-1287-2363-1337-2587-1387-2260-1437-2333-1487-2094-1537-2371-1587-2350-1637-2857-1687-2891-1737-3046-1788-2521-1837-2574-1887-2338-1937-2740-1987-2848-2022-3348-2057-3601;736659
154;77;140;141;2010_12_06 - LNCLV_MTB_61210621  M1;*10-1064-48-1090-87-1026-137-1219-187-1192-237-1381-287-1216-337-1286-387-1125-437-1303-487-1259-537-1557-587-1500-637-1590-687-1311-737-1414-787-1302-837-1604-887-1645-937-2011-987-1712-1037-1688-1087-1415-1137-1627-1188-1643-1222-1981-1257-2220;0
155;77;141;140;2020_14312;*10-1047-48-1048-86-939-136-1109-187-1093-237-1342-287-1237-337-1302-387-1099-437-1228-488-1157-537-1416-587-1398-637-1575-687-1325-737-1403-787-1249-837-1500-887-1495-937-1827-987-1638-1037-1667-1087-1396-1137-1572-1188-1531-1225-1897-1262-2100;17702944
156;78;142;140;2010_12_06 - LNCLV_MTB_61210621  M1;*10-1159-51-1291-92-1340-142-1580-192-1548-242-1524-292-1291-342-1275-393-1169-443-1292-493-1335-543-1646-593-1763-643-2009-693-1749-743-1601-793-1338-843-1368-893-1321-942-1573-992-1761-1030-2177-1068-2470;0
157;78;140;142;2018_11_07 - W1MRL_BRX_71118898;*10-1077-51-1173-92-1186-142-1396-192-1416-242-1469-292-1275-342-1258-392-1133-442-1227-492-1229-542-1498-592-1627-642-1895-692-1729-742-1600-793-1326-843-1351-893-1301-942-1541-992-1718-1033-2144-1074-2410;737026
158;79;141;41;2010_12_06 - LNCLV_MTB_61210621  M1;*10-1317-30-1252-50-1191-100-1255-151-1244-201-1491-251-1620-300-1910-350-1830-400-1740-451-1425-500-1394-550-1283-600-1446-650-1540-700-2013-750-2243-767-2363-784-2451;0
159;79;41;141;2020_14299;*10-1185-30-1112-50-1040-100-1100-151-1082-200-1301-250-1409-300-1682-350-1626-400-1552-450-1260-500-1233-550-1132-600-1283-650-1376-700-1837-750-2112-769-2173-788-2241;17702365
160;80;143;144;2020_14297;*10-1028-53-1034-96-988-146-1155-196-1182-246-1343-296-1223-346-1244-396-1078-446-1159-496-1125-546-1370-596-1453-645-1646-694-1443-744-1391-794-1183-844-1276-895-1257-944-1581-994-1745-1044-1962-1094-1598-1144-1513-1194-1258-1243-1409-1293-1430-1338-1859-1384-2232;17702365
161;80;144;143;2017_11_04 - SNPIO_PLD_41117019;*10-968-55-1084-101-1067-151-1273-201-1252-250-1367-300-1194-350-1236-400-1116-450-1236-500-1199-550-1455-600-1457-650-1602-700-1395-749-1398-798-1266-848-1409-898-1409-948-1741-999-1776-1049-1877-1099-1567-1149-1557-1199-1390-1248-1570-1298-1656-1340-2039-1382-2303;736646
162;81;145;146;2010_07_26 - LNCLV_PVL_26071071  M2;*11-1129-32-1127-54-1066-104-1209-154-1059-203-1170-253-1048-303-1222-353-1165-403-1401-453-1274-503-1406-553-1233-603-1414-653-1323-703-1570-754-1462-804-1594-854-1381-903-1559-953-1463-1003-1760-1054-1694-1104-1877-1154-1603-1204-1738-1254-1581-1304-1909-1354-1867-1371-2040-1389-2186;0
163;81;146;145;2017_11_02 - JBDIJ_BEU_21117010;*10-1009-31-1012-53-941-102-1029-152-900-202-1001-253-946-303-1135-353-1108-403-1230-453-1053-502-1138-552-1006-602-1235-652-1216-702-1434-753-1263-802-1333-852-1152-902-1353-953-1370-1002-1653-1052-1527-1102-1570-1153-1317-1202-1516-1252-1448-1302-1952-1352-2004-1370-2064-1389-2103;736647
164;82;144;147;2018_01_22 - L2PLY_NMS_220118205;*10-1319-50-1217-90-1093-140-1087-191-1045-240-1159-290-1235-340-1514-390-1702-440-1914-490-1729-540-1533-590-1257-640-1201-690-1111-740-1198-790-1257-840-1570-890-1881-927-2342-964-2536;736718
165;82;147;144;2017_11_04 - SNPIO_PLD_41117019;*11-1312-51-1232-91-1101-141-1092-191-1040-241-1146-291-1213-341-1465-391-1617-441-1871-491-1760-541-1590-591-1308-641-1250-691-1139-741-1219-791-1260-841-1553-891-1851-929-2283-968-2518;736646
166;83;147;148;2017_11_01 - WBPLY_MUL_11117008;*10-1260-40-1221-71-1122-121-1270-171-1240-221-1481-271-1464-321-1591-371-1384-420-1427-470-1284-520-1467-570-1464-620-1790-670-1791-720-1865-770-1536-820-1593-870-1453-920-1725-970-1835-1000-2126-1030-2339;736647
167;83;148;147;2017_11_04 - SNPIO_PLD_41117019;*10-1282-41-1263-72-1186-122-1357-172-1336-222-1562-272-1505-322-1588-372-1380-422-1438-472-1323-522-1530-572-1552-622-1853-672-1792-722-1815-772-1524-822-1603-872-1477-922-1797-972-1843-1000-2117-1028-2287;736646
